source_url,product_id,name,brand,category,price,currency,image_url
https://www.musinsa.com/products/2305840,2305840,프렌치 스트라이프 셔츠 - 네이비,토마스모어,상의 > 셔츠/블라우스,56720,KRW,https://image.msscdn.net/images/goods_img/20220113/2305840/2305840_2_500.jpg
https://www.musinsa.com/products/2149254,2149254,베이식 긴소매 티셔츠 2팩,무신사 스탠다드,상의 > 긴소매 티셔츠,24990,KRW,https://image.msscdn.net/images/goods_img/20210928/2149254/2149254_17138588137724_500.jpg
https://www.musinsa.com/products/5360472,5360472,[씬라이트] 후드 재킷_SPJPF4TC24,스파오,아우터 > 경량 패딩/패딩 베스트,29900,KRW,https://image.msscdn.net/images/goods_img/20250825/5360472/5360472_17617884957420_500.png
https://www.musinsa.com/products/595038,595038,1461 3홀 블랙 나파 / 11838001,닥터마틴,신발 > 구두,229000,KRW,https://image.msscdn.net/images/goods_img/20170728/595038/595038_4_500.jpg
https://www.musinsa.com/products/5311114,5311114,2WAY 비건 스웨이드 블루종 자켓 3Color,언탭트 스튜디오,아우터 > 블루종/MA-1,56840,KRW,https://image.msscdn.net/images/goods_img/20250811/5311114/5311114_17570503866331_500.jpg
https://www.musinsa.com/products/4796679,4796679,2WAY OG 에센셜 디트로이트 후드 집업_데님 더스트 인디고,디미트리블랙,아우터 > 후드 집업,39900,KRW,https://image.msscdn.net/images/goods_img/20250217/4796679/4796679_17628359047962_500.jpg
https://www.musinsa.com/products/5329563,5329563,BB 트랙탑 - 클리어핑크 / KC3334,아디다스,아우터 > 트레이닝 재킷,139000,KRW,https://image.msscdn.net/images/goods_img/20250818/5329563/5329563_17573004720514_500.jpg
https://www.musinsa.com/products/4767374,4767374,와플 BB 트랙탑  - 원더화이트 / JV9263,아디다스,아우터 > 트레이닝 재킷,119000,KRW,https://image.msscdn.net/images/goods_img/20250207/4767374/4767374_17405511510275_500.jpg
https://www.musinsa.com/products/1778408,1778408,2WAY 스웻 후드 집업 (BLACK),토피,아우터 > 후드 집업,39150,KRW,https://image.msscdn.net/images/goods_img/20210204/1778408/1778408_17168650383792_500.jpg
https://www.musinsa.com/products/3981315,3981315,크롭 무브 가디건 [블랙],밀로 아카이브,아우터 > 카디건,86400,KRW,https://image.msscdn.net/images/goods_img/20240322/3981315/3981315_17110720298305_500.jpg
https://www.musinsa.com/products/4619899,4619899,신세틱 스웨이드 레이서 재킷 [브라운],무신사 스탠다드,아우터 > 레더/라이더스 재킷,129900,KRW,https://image.msscdn.net/images/goods_img/20241118/4619899/4619899_17392629267675_500.jpg
https://www.musinsa.com/products/4288935,4288935,ASI 에센셜 바이오워싱 데님 셔츠_더스트 인디고,디미트리블랙,상의 > 셔츠/블라우스,29900,KRW,https://image.msscdn.net/images/goods_img/20240801/4288935/4288935_17234533281193_500.jpg
https://www.musinsa.com/products/5275962,5275962,[패션플래닛X드로우핏] 세미 와이드 치노 팬츠 [6color],드로우핏,바지 > 코튼 팬츠,59400,KRW,https://image.msscdn.net/images/goods_img/20250728/5275962/5275962_17564335392185_500.jpg
https://www.musinsa.com/products/5376111,5376111,마운틴 롱슬리브 (스카이블루),탄산마그네슘,상의 > 긴소매 티셔츠,65550,KRW,https://image.msscdn.net/images/goods_img/20250828/5376111/5376111_17621500295885_500.jpg
https://www.musinsa.com/products/4128817,4128817,미니 플랩백팩_블랙,마스마룰즈,가방 > 백팩,52000,KRW,https://image.msscdn.net/images/goods_img/20240514/4128817/4128817_17720668416530_500.jpg
https://www.musinsa.com/products/5351990,5351990,[수아레X오정규] 워셔블 크롭 하찌 니트 - 9 COLOR,수아레,상의 > 니트/스웨터,39900,KRW,https://image.msscdn.net/images/goods_img/20250821/5351990/5351990_17611954701306_500.jpg
https://www.musinsa.com/products/3157671,3157671,클럽 C 85 GL - 트리플 블랙 / 100000153,리복,신발 > 스니커즈,109000,KRW,https://image.msscdn.net/images/goods_img/20230317/3157671/3157671_17715461552129_500.jpg
https://www.musinsa.com/products/991339,991339,라이트웨이트 크루 삭스 7팩 [화이트],무신사 스탠다드,소품 > 양말/레그웨어,18890,KRW,https://image.msscdn.net/images/goods_img/20190322/991339/991339_17138316859815_500.jpg
https://www.musinsa.com/products/5269891,5269891,베이식 긴소매 티셔츠 3팩,무신사 스탠다드,상의 > 긴소매 티셔츠,53090,KRW,https://image.msscdn.net/images/goods_img/20250724/5269891/5269891_17561986258926_500.jpg
https://www.musinsa.com/products/5249171,5249171,멀티 스트라이프 롱 슬리브-블랙,필루미네이트,상의 > 긴소매 티셔츠,29900,KRW,https://image.msscdn.net/images/goods_img/20250715/5249171/5249171_17774245090184_500.jpg
https://www.musinsa.com/products/5416584,5416584,NJ3BR82K 화이트라벨 여성 노벨티 올레마 자켓 BROWN,노스페이스,스포츠/레저 > 아우터,168000,KRW,https://image.msscdn.net/images/goods_img/20250908/5416584/5416584_17579844883894_500.jpg
https://www.musinsa.com/products/5162177,5162177,[시티 레저] 우먼즈 후디드 라이트 다운 재킷 [블랙],무신사 스탠다드 우먼,아우터 > 경량 패딩/패딩 베스트,109900,KRW,https://image.msscdn.net/images/goods_img/20250602/5162177/5162177_17568906539382_500.jpg
https://www.musinsa.com/products/4434539,4434539,시티보이 빅 오버핏 플레이드 체크 셔츠 3Color,언탭트 스튜디오,상의 > 셔츠/블라우스,34970,KRW,https://image.msscdn.net/images/goods_img/20240912/4434539/4434539_17261220660899_500.jpg
https://www.musinsa.com/products/4567792,4567792,VLAD 컷오프 아플리케 후드 집업_차콜,디미트리블랙,아우터 > 후드 집업,36900,KRW,https://image.msscdn.net/images/goods_img/20241029/4567792/4567792_17307691621687_500.jpg
https://www.musinsa.com/products/4309048,4309048,벨벳 메리제인 1800 블랙,불라디,키즈 > 신발,65000,KRW,https://image.msscdn.net/images/goods_img/20240808/4309048/4309048_17234467578119_500.jpg
https://www.musinsa.com/products/2081571,2081571,Vintage Long Sleeve Henley Shirt Black,브론슨,상의 > 긴소매 티셔츠,50150,KRW,https://image.msscdn.net/images/goods_img/20210823/2081571/2081571_17737267731808_500.jpg
https://www.musinsa.com/products/3464998,3464998,MRT 후드티,벤힛,상의 > 후드 티셔츠,37000,KRW,https://image.msscdn.net/images/goods_img/20230814/3464998/3464998_16964023450202_500.jpg
https://www.musinsa.com/products/5322174,5322174,크로스 포켓 카고 팬츠 (BLACK) F25ZD976,팬시클럽,바지 > 코튼 팬츠,95200,KRW,https://image.msscdn.net/images/goods_img/20250813/5322174/5322174_17586165118495_500.jpg
https://www.musinsa.com/products/4336623,4336623,미니멀 버튼 라운드넥 크롭 가디건 (CHARCOAL),엑스컨테이너,아우터 > 카디건,37950,KRW,https://image.msscdn.net/images/goods_img/20240816/4336623/4336623_17702721756132_500.jpg
https://www.musinsa.com/products/4854740,4854740,가젤 인도어 - 오트:클라우드화이트 / JI3523,아디다스,신발 > 스니커즈,78990,KRW,https://image.msscdn.net/images/goods_img/20250304/4854740/4854740_17415882536700_500.jpg
https://www.musinsa.com/products/4556449,4556449,벌룬핏 스웨트 팬츠[라이트그레이],스켈리웩,바지 > 트레이닝/조거 팬츠,24900,KRW,https://image.msscdn.net/images/goods_img/20241024/4556449/4556449_17764024495685_500.jpg
